,Argument ID,Conclusion,Stance,Premise,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
4343,A30066,We must fight for the abolition of nuclear weapons.,against,Nuclear weapons must be retained to the extent that they are dissuasive and guarantee peace in the world.,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4348,A30076,We should abolish the death penalty,in favor of,The administration of lethal injection violates the hippocratic oath of doctors.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4351,A30081,We should legalize cannabis.,in favor of,"A herbaceous species of the cannabaceae family, also known as marijuana, which sometimes has medicinal use.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
4361,A30095,We should adopt a multi-party system.,in favor of,It would allow more voices to be heard and more choices.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4363,A30099,We should ban factory farming.,against,• Factory farming allows food to be produced at a lower cost than would be possible using other methods.,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4370,A30109,We should subsidize journalism.,in favor of,Journalism provides necessary control over the government.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
4376,A30118,We should limit the remuneration of executives.,against,They are at the top and should be able to do as much as possible.,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4381,A30127,We must put an end to the use of economic sanctions.,against,Economic sanctions help to control dangerous regimes,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4384,A30134,We should cancel the pride parades.,against,The pride parades are a support mechanism to allow gays to feel that they are not alone and can be proud of who they are.,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4386,A30136,We must abolish the right to keep and bear arms.,against,"It is the right of the people to defend themselves, even with the use of deadly force.",0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
4388,A30139,We should abolish the laws on the three strikes.,against,The three-strike laws help deter people from committing new crimes.,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
4394,A30150,We should limit the remuneration of executives.,in favor of,• The remuneration of managers must be limited in order to enable the company to make a profit,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4395,A30151,We should fund embryonic stem cell research.,against,· Stem cell research can offend religious people,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0
4397,A30156,We should adopt libertarianism.,against,"We should not adopt libertarianism because a large number of people, left alone, would make a choice that would have a negative impact on their lives without weighing all the consequences.",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4398,A30157,We should cancel the pride parades.,against,All are made to feel welcomed and included in the parades of pride,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4404,A30165,We must fight for the abolition of nuclear weapons.,in favor of,"Nuclear weapons not only cause immediate devastation, but also long-term radiological intoxication that can lead to cancers and other diseases for all survivors of a nuclear explosion, which is cruel and unacceptable.",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0
4405,A30166,We should ban the Church of Scientology,against,"Everyone has the right to follow any religion he wants, no matter how strange it may seem to strangers.",1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4407,A30169,We should adopt a multi-party system.,in favor of,It will give a stronger representation of the electorate.,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
4416,A30182,We should abolish the Olympic Games,against,The Olympic Games are an opportunity for people from all countries to meet and get to know people from other places.,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4423,A30192,We should stop the development of autonomous cars.,in favor of,The development of autonomous cars is dangerous and eliminates human control,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4437,A30210,We should ban prayer in school.,against,The school prayer adds a structure to the students' lives and enables them to display their beliefs.,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
4438,A30211,We should ban cosmetic surgery for minors.,against,"The ban on cosmetic surgery for minors is not the way we have to go. There are too many reasons why a minor may need to do it, such as an injury or deformation.",0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4439,A30213,We should ban targeted murders.,against,Targeted murder is a tool that enables military personnel to achieve their goals.,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4440,A30214,We should limit the remuneration of executives.,in favor of,The remuneration of executives does not take into account those who have contributed to increasing the vitality of an executive's work and do not receive remuneration even if they have done all the work.,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
4446,A30222,We should legalize sexual selection,in favor of,The legalized choice of sex would help couples prepare for the birth of their baby.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4454,A30232,We should introduce compulsory voting.,in favor of,Compulsory voting is the best way to ensure that elected representatives truly reflect the will of the people.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4455,A30233,We should adopt atheism,against,"We should not adopt atheism, because it is a question of suppressing the right of peoples to their own beliefs and religious freedom.",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4459,A30239,We should ban telemarketing.,in favor of,I agree that we should ban telemarketing because it is a nuisance and it is often impossible to be differentiated from crooks.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4462,A30242,We should abolish zoos.,against,"The animals kept in captivity are often better taken care of than wild animals, they have better medical and dental treatments than many humans and can live longer than in nature.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
4463,A30243,We should abolish the Olympic Games,against,The Olympic Games inspire people around the world to practice sport and live a healthier life.,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4464,A30245,We should fund embryonic stem cell research.,against,Research on embryonic stem cells is unethical because it uses the bodies of unborn babies.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
4467,A30249,We should stop the development of autonomous cars.,against,It would be an excellent way to allow the blind to be independent.,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4469,A30251,We should adopt atheism,in favor of,Atheism reduces religious discrimination and maintains equal practices to ensure that peoles are treated on an equal footing with the shared absence of religious faith.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1
4470,A30252,We should ban fast food.,against,People have the right to eat whatever they want.,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4473,A30256,We should ban fast food.,against,Fast Food provides a cheap and consistent meal for many people who see it as a casual meal or treatment and this should not be limited because others cannot make good food choices.,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4474,A30257,We must fight for the abolition of nuclear weapons.,against,Nuclear weapons are a deterrent to other nuclear-weapon countries through mutually assured destruction,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
4476,A30259,We should abolish intellectual property rights,against,"For many reasons, intellectual property rights should not be removed as they give others the opportunity to make their intelligence known and to put it into practice in various activities.",0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4477,A30260,We should ban human cloning.,in favor of,We should ban human cloning because we could all end up with baby designers and everyone will be the same.,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0
4480,A30264,We should ban algorithmic trading.,against,It should not be banned because it facilitates and facilitates trade.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4486,A30277,We should oppose collectivism.,in favor of,"The collectivism is useless. It responds, not to the whole, but to the strongest of a group. that leaves so much out.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
4491,A30283,We should adopt a multi-party system.,in favor of,"Because the opinions of many people do not agree with the two major parties, we cannot say that the present system is truly representative.",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0
4498,A30293,We should abolish intellectual property rights,against,Intellectual property rights ensure that individuals or businesses can take advantage of the time and effort they have devoted to creation.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4500,A30296,We should legalize sexual selection,in favor of,Couples should be able to choose their child's sex since some may only want boys or may want girls. They may already have more than one child of a certain sex and want the other sex next time.,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4503,A30302,We should ban fast food.,against,People have the free will to choose what they want to eat regardless of how unhealthy he is.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4504,A30303,We should ban human cloning.,in favor of,Human cloning allows people to play the god.,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
4508,A30308,We should adopt gender-neutral language.,in favor of,We should adopt non-sexist language because it will prevent people from being offended to misidentify them.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
4509,A30310,We should oppose collectivism.,against,· Collectivism uses the best of many sources,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4514,A30315,We should abolish the Olympic Games,against,Games are a good way to bring nations together in a sense of fun and friendly competition.,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
4518,A30320,We should adopt a austerity regime.,in favor of,"As a nation, we have been able to spend and borrow far too freely and this has caused at the national level.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4519,A30322,We should cancel the pride parades.,against,We should not cancel the pride parades because they have the right to celebrate too.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
4521,A30324,We must limit judicial activism,against,The control of the government's use of power in a democracy is what makes democracy the best form of governance. judicial activism will limit the excessive use of power by the government,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
4525,A30330,We should ban targeted murders.,against,Targeted murders should not be prohibited because the government has the information and knowledge to knowingly destroy a threat without destroying many people or communities.,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4535,A30343,We should abolish the Olympic Games,in favor of,"There are too many controversies about the Olympics, such as doping, causing conflicts between countries and therefore, should be banned.",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
4541,A30350,We should adopt gender-neutral language.,against,"There is no need to adopt gender-neutral language, as it is necessary to look after people with an appropriate gender.",0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
4544,A30357,We should limit the remuneration of executives.,against,"The remuneration of executives is a subject that competes only with companies and not the government. in the free competition market we have, it should be like this.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4546,A30359,We should adopt a austerity regime.,against,"We should not adopt an austerity regime because it will greatly affect the population in general, a serious recession and many other problems.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4550,A30363,We should ban cosmetic surgery.,against,A mastectomy is devastating for many women and having the chance to become normal again is necessary in society,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
4551,A30364,We should abolish safe spaces.,against,There must be places in the world where prejudice and recrimination do not exist.People need a safe space to avoid being disturbed by prejudice and prejudice.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
4554,A30367,We should give up the use of the school uniform.,against,The fact of having school uniforms does not affect freedom of expression since pupils can exercise this right in another way.,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
4558,A30373,We should ban fast food.,against,"In a fast-paced society, a quick meal is a blessing",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4566,A30383,We should ban whaling.,against,Whale hunting is cost-effective for people who do and would result in loss of income and traditions.,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
4572,A30394,We should ban cosmetic surgery for minors.,against,"Small, harmless cosmetic surgeries can do a lot to increase a child's confidence and productivity.",0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4573,A30396,We should subsidize student loans.,against,"The subsidy of student loans would provide access to funds beyond the student's means and the financial consequences in the future, including higher interest rates, would be financially detrimental.",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
4575,A30400,We should abolish zoos.,against,Zoos are places that protect and reproduce animals that would otherwise be extinct.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4576,D01011,We should encourage people to participate in the Fit India Movement.,in favor of,"Because of their inactive lifestyle and stressful life, many people have diseases such as diabetes, hypertension, etc. Fit India Movement can encourage people to eat healthy food and maintain their physical and mental condition.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4579,D01014,We should encourage people to participate in the Fit India Movement.,in favor of,"This movement has the potential to make more people embrace traditional forms of Indian martial art such as Kathi Samu, Musti Yudha, etc., and traditional forms of dance and also healthy Indian snacks. And as a by-product, this can lead to job creation.",0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
4582,D01017,We should encourage people to participate in the Fit India Movement.,in favor of,"Some people already focus on fitness. We can observe this with the growing number of fitness startups. But it's a small proportion of people. Generally, many people want to maintain an active lifestyle, but all they need is some encouragement. So, this movement constantly reminds people to focus on fitness goals just as Swachh Bharat reminds us of the importance of keeping our environment clean.",0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
4586,D01029,Technology makes us feel less human,in favor of,"Industrialization has increased working hours. Workers have faced inhuman conditions. Humans cannot work and concentrate continuously like machines. Quickly forward to today, we have technological devices to check how many hours we actually work.",0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
4591,D01034,Technology makes us feel less human,against,The technology allows us to work from home. This facility helps employers to better understand employees. Many companies are now adding elements to the work culture with the help of technology to make employees feel important.,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
4598,D01041,We need to strengthen laws to fight terrorism,in favor of,"To date, only organizations have been designated as terrorist organizations, but not as individuals.The loophole is that individuals of prohibited organizations form new organizations and carry out terrorist activities.The bill to amend the Illegal Activities (Prevention) Act allows the government to designate individuals as terrorists, thereby preventing terrorist attacks.",0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4599,D01042,We need to strengthen laws to fight terrorism,in favor of,"There is a need to act vigorously against terrorism, as terrorists are increasingly threatened, and it is therefore necessary to strengthen UAPA.",0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4602,D01053,India should store the data within the country's territorial borders.,in favor of,"The laws of location of data lead to the creation of several data centres locally, which will create many jobs and help the country's economy immensely. It will also stimulate innovation in the field leading to low-cost solutions.",1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4604,D01055,India should store the data within the country's territorial borders.,in favor of,"India is a large consumer market for many foreign companies. Thus, India and other developing countries realize the economic value of the data and the importance of the location of the data. With the location of the data, the national companies and the economy of the country will benefit. And we can also ensure data security.",0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
4610,D01061,India should store the data within the country's territorial borders.,in favor of,"The location of data is important for data sovereignty, which means that citizens' data should be held by the respective governments and not by other countries.",0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4622,D01094,We should subsidise higher education institutions.,in favor of,"Although we have established national institutes for 40 years, we have not invested in maintaining their standards. Funds are needed for quality education. Even the best Indian institutes lack infrastructure, laboratories, resources, etc. And even all that is available is just to pass the exam and remain inactive for the rest of the time.",0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
4626,D01102,IT recruiters should consider skills instead of a diploma in programming,against,"To achieve excellence in anything takes time. Through graduation, students gain so much knowledge in the relevant field. Thus, it is easier for employers to train these students for industrial requirements.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4629,D01105,IT recruiters should consider skills instead of a diploma in programming,in favor of,"The number of computer jobs is growing rapidly as a result of the technological revolution. Thus, there will be more jobs in the computer field. And if recruiters are very strict about the degree, they can miss a large pool of talent, which are of a non-IT past.",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4645,D01128,Artificial intelligence brings more harm than good,in favor of,"We have begun to lose our basic human habits and instincts, and we are in fact governed by devices and applications.",0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4648,D01141,The world no longer needs religion,in favor of,"In the past, everything unknown dealt with religious beliefs. But now science and technology have taken over everything. We know the reasons for drought, earthquakes, windstorms, etc. they are scientific phenomena and not the anger of the gods.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
4660,D02024,We should subsidize hydrogen vehicles.,against,"If hydrogen production uses fossil fuels, it can be counterproductive, so the use of renewable energy to produce hydrogen is important.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4661,D02025,We should subsidize hydrogen vehicles.,in favor of,"As many countries are opting for the energy transition, clean hydrogen vehicles and other alternative fuel vehicles can pave the way for sustainable transport.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
4663,D02027,We should subsidize hydrogen vehicles.,in favor of,"Hydrogen vehicles are much quieter than fossil fuel vehicles, so they can reduce noise pollution as well.",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
4664,D02028,We should subsidize hydrogen vehicles.,against,"If hydrogen escapes into the air, it can increase global warming.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4665,D02029,Social media makes us less social,against,"During the pandemic, social media helped people maintain their social lives. Social media allowed us to keep in touch with friends and loved ones all the time. We can easily know what's going on in their lives. It allowed us to communicate with several people at the same time by sharing messages.",0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
4666,D02030,Social media makes us less social,against,"Because of social media, we now have the opportunity to connect with many people, even if they don't live in our area. Before social media, we could interact with people in our locality or places where we go.",0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4678,D02048,• Companies should fight against the moonlight,against,"According to a study published by the Académie de gestion Journal in 2021, the black moon can provide a sense of control and motivation, which can improve employee productivity.",0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4684,D02071,We should stop using cash.,in favor of,A moneyless economy saves so much money for governments because printing and sending money to banks requires money and human resources. The need to buy or rent land for ATMs will also be eliminated.,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1
4689,D02076,We should stop using cash.,against,Technical problems in the banking sector can prevent access to our money. This can interfere with our daily lives.,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4704,D03011,• College education must be free of charge for all,against,"At present, private investment in education has led to an improvement in the quality of education and without the commercialization of education, the quality of education may not have increased significantly.",1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4710,D03021,"During Diwali, other festivals and weddings, firecrackers should be banned.",against,"A Deepavali without firecrackers will certainly be a reduction in entertainment and recreation for children, as well as seniors.",0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4711,D03022,"During Diwali, other festivals and weddings, firecrackers should be banned.",in favor of,"The highest level of particulate matter recorded in Delhi was 2.5 in 2016, making Delhi the most polluted city in the world in terms of air pollution. The Central Pollution Control Board also stated that the level of sulphur dioxide in the air is extremely high between 9 p.m. and midnight during Deepavali.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4713,D03024,"During Diwali, other festivals and weddings, firecrackers should be banned.",against,"In 2017, the Hindu community raised questions about the ban on Christmas trees, or the massacre of lamb on Eid, or colors on Holi, etc., thinking that it is against their communal practices.",0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4716,D03032,India should accept Rohingya refugees,in favor of,"The Rohingya have their own set of ethnicity and culture. By accepting them, we will simply add more culture to India's already vast culture.",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
4718,D03034,India should accept Rohingya refugees,in favor of,"The acceptance of the Rohingya will certainly give a good impression of our country's hospitality abroad, which will improve India's chances of gaining permanent membership in the UN Security Council.",0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4722,D03038,· Marital rape should be criminalized in India,against,"The most widely used law in the Indian justice system is section 498A, which allows women to file complaints against a husband and his family in the event of dowry harassment. Many women use this law to extort money and property from their families. If the law on marital rape comes into force, many innocent men will be threatened.",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
4731,D03059,Triple Talaq should be abolished,in favor of,"Triple Talaq does not follow the Koranic guidelines of discussion, arbitration to settle disputes, witnesses to divorce, the period specified to reconcile, or even a real attempt to resolve disputes.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
4732,D03060,Triple Talaq should be abolished,against,It is part of their faith and personal laws cannot be challenged. Article 25 (i) of the Indian Constitution provides for freedom of religion.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
4733,D27004,We can count on Cryptocurrencies like Bitcoins,against,"If the value of the standard currency falls, we can still afford to live in our country, because the fall in the value of the currency affects all fields. For example, if grocery prices rise, our wages too. But if the value of cryptocurrency like Bitcoin falls, we will lose our hard earned money.",0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
4735,D27011,India becomes intolerant,against,"Many different religions and cultures coexist peacefully in India, which is quite surprising for the rest of the world. India is the best example of religious coexistence. If there is intolerance, it would not be possible.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4737,D27013,· Sabarimala's verdict is progressive and does not constitute a threat to traditions,in favor of,Why is everything seen in a sexual nature? Brahmacharya does not mean that women cannot worship God. Brahmacharya means observing celibacy. This does not mean that there should be no female devotees of reproductive age.,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
4741,D27017,• Information channels break the rules to give,in favor of,"Journalists often try to get the victims of the incident to talk. Even in cases of death, journalists rush to the incident and ask questions to the victim's family, when they really need space and time to mourn.",0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
4745,D27024,Beauty contests should be prohibited.,in favor of,"Women today, are willing to spend thousands of dollars to get hair extensions, fake teeth, botox injections, body implants, spray tanning, branded outfits and make-up products. This could be extremely costly to pay for and such expenses continue to end. Cindy Jackson, a well-known television star. has a world record of 52 plastic surgeries made by her. Some women can even be addicted to such practices and then not look back. It is the direct influence of society's importance for beauty.",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4747,D27026,· Cars without drivers should be allowed in India,in favor of,"The majority of cars without drivers will be electric vehicles (EVs) that will help reduce the level of pollution in the country, which is also one of the major problems facing the country.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4750,D27029,The U.S.-Mexico border wall is a good thing,against,"Also, most of the areas along the Texas border are private that leave much of the border discovered. So, building the wall will not bring any change.",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4753,D27032,India should accept Rohingya refugees,in favor of,"India has always been kind to the refugees, and the same spirit should therefore be maintained in the case of the Rohingya community.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
4754,D27033,India should accept Rohingya refugees,in favor of,"Accepting refugees who escape death situations is certainly an act of humanity. The Rohingya have been brutally treated by the Burmese government because of racism. Being a neighbouring country, we should accept people who are in deep distress.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0
4755,D27034,· Marital rape should be criminalized in India,against,"Article 15 of the Indian Constitution prohibits discrimination on the basis of sex, but the draft law on marital rape in petitions only recognizes female victims, so that it discriminates against male victims.",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
4760,D27039,WikiLeaks is not a plague,in favor of,"WikiLeaks has won several awards, including The Economist's New Media Award in 2008 and the UK Media Award from Amnesty International in 2009.",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4773,D27054,Donald Trump's presidency was a good thing,against,Racism and white supremacy increased at Trump's end.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4779,D27060,The animals in Stray should be killed.,against,There are alternatives to killing stray animals. Sterilization and slaughter instead of killing them can solve the problem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4796,D27092,There should be a ban on Bandhs.,in favor of,The industries are also one of the worst successes. Investors can lose interest in investing in the manufacturing sector as bandh by anyone causing loss to them.,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
4800,D27096,- Nepotism exists in Bollywood.,against,The Star children also have an education that is surrounded by the Bollywood industry. This gives them an advantage of adapting and having a clearer insight into the industry. This could help them learn faster and do better what a stranger might not be able to do.,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4803,E01003,• Electric cars are not a solution to air pollution,in favor of,"Most of the electrical energy is produced by thermal power plants that burn oil derivatives and by the nuclear industry. So, until the production of electrical energy is not mainly by renewable energies, is basically out of the question what type of cars we use.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4805,E01018,The EU should assume responsibility for global environmental and climate policy,in favor of,"Climate change can only be successfully addressed on a global scale, especially in emerging countries that will be responsible for most of the greenhouse gas emissions in a few decades, but to convince them to become green, we must recognize that we refuse them how to build their economies as we have done in the last 200 years.",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0
4808,E01022,"· Companies should purchase emissions not used in reforestation, restoration or conservation of carbon sequestering habitats",in favor of,This would strengthen carbon sinks through Europa.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4809,E01023,"· Companies should purchase emissions not used in reforestation, restoration or conservation of carbon sequestering habitats",in favor of,This would address current habitat and species loss issues.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4811,E01030,Gas and nuclear energy should be supported by European countries' money.,against,"If we continue to invest in the climate and in nuclear power plants or technologies that are extremely expensive, regressive and harmful to the environment, it is a mockery of the world and a waste of money and time that we can use for sustainable investments and transformations.",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1
4812,E01038,Political institutions should make fundamental changes in how they address climate change and environmental protection.,in favor of,It is essential that environmental concerns and sustainability are the basis of any treaty with our European Union!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4814,E01040,• Electric cars are not a solution to air pollution,against,Non-gasoline cars improve local air quality on the streets of the city.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4815,E01045,The toilet paper must only be made of recycled paper.,in favor of,"In order to improve environmental protection, the use of fresh pasta should no longer be allowed for toilet paper.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
4816,E01052,"Solar and wind energy have harmful effects on flying species, fauna and flora in general, and even insects.",against,"In my opinion, being against solar energy is simply irrational. Insects also die by windmills sometimes, but much more often by hunger, birds or herbicides, insecticides, etc.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
4817,E01053,The best way to save the world from climate change and protect the environment is to encourage everyone to start with themselves and examine what they can do to help solve this problem.,against,"This idea is what we have been doing for 30 years, and it has not produced enough results to justify the continuation of this path. That is to say, this problem will be solved. This proposal is harmful and does not depend on any data that might justify it.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
